gene_symbol,Ddx27
mouse_strain,129SV
pvalue,0.6702206
parameter_id,IMPC_GRS_011_001
analysis_id,q93c3598l476z3m
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
mouse_life_stage,Early adult
gene_accession_id,MGI:2385884
