gene_symbol,Wars2
parameter_name,IgD+ mature B cell number
parameter_id,MGP_PBI_035_001
analysis_id,013mqvrvi7olp7f
mouse_strain,C57BL
gene_accession_id,MGI:1917810
mouse_life_stage,E12.5
pvalue,0.4465693
