parameter_id,MGP_IMM_094_001
pvalue,0.9524036
gene_symbol,Zyg11b
analysis_id,4n8s34r34sz59x8
gene_accession_id,MGI:2685277
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,KLRG1+ CD4- NKT cells - % of CD45+
