gene_symbol,Rab13
parameter_name,Cue Baseline % Freezing Time
gene_accession_id,MGI:1927232
parameter_id,HRWLLA_FEA_015_001
mouse_strain,C57BL
analysis_id,77o3v192370lq33
pvalue,0.5753307
mouse_life_stage,Early adult
