gene_symbol,Rigi
gene_accession_id,MGI:2442858
mouse_strain,C57BL
parameter_id,IMPC_HEM_039_001
parameter_name,Large Unstained Cell (LUC) count
mouse_life_stage,Early adult
pvalue,0.5872358
analysis_id,d2qp0n9vp1qq0pt
