mouse_strain,129SV
mouse_life_stage,Early adult
pvalue,0.7958171
analysis_id,sk7573y8glb2274
parameter_id,IMPC_GEO_019_001
gene_accession_id,MGI:104848
gene_symbol,Inpp1
parameter_name,Embryo Size
