mouse_life_stage,Early adult
pvalue,0.3936759
parameter_id,MGP_PBI_029_001
analysis_id,swhxm7cs0o62s5c
parameter_name,CD4+ CD44+ CD62L- alpha beta effector T cell number
gene_symbol,Rgs20
mouse_strain,C57BL
gene_accession_id,MGI:1929866
