mouse_life_stage,Middle aged adult
mouse_strain,C57BL
analysis_id,xe65frxc902zc84
parameter_id,IMPC_ACS_037_001
parameter_name,% Pre-pulse inhibition - Global
gene_symbol,AU040320
gene_accession_id,MGI:2140475
pvalue,0.8377005
