gene_symbol,Cdin1
gene_accession_id,MGI:3026886
mouse_life_stage,E9.5
analysis_id,j9x85vu2yg90dn5
mouse_strain,C57BL
parameter_id,IMPC_GEL_032_001
parameter_name,Embryo Size
pvalue,0.5932576
