gene_symbol,Ncaph
mouse_life_stage,Early adult
parameter_name,Edema
mouse_strain,C57BL
gene_accession_id,MGI:2444777
parameter_id,IMPC_GEO_064_001
analysis_id,22gzmk45tt001nx
pvalue,0.8670487
