mouse_life_stage,E12.5
gene_accession_id,MGI:1914071
parameter_id,HMGULA_GRS_008_001
pvalue,0.60162
gene_symbol,Bcs1l
mouse_strain,C57BL
parameter_name,Forelimb grip strength measurement mean
analysis_id,0165o8g5q3vi2qs
