mouse_life_stage,Early adult
gene_accession_id,MGI:1913506
analysis_id,f4b5v2d5s98y1d7
parameter_id,MGP_PBI_030_001
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell number
pvalue,0.1386629
mouse_strain,C57BL
gene_symbol,Ssr2
