gene_symbol,Duoxa2
mouse_life_stage,Early adult
parameter_id,IMPC_CBC_011_001
analysis_id,mva6z8y6f6k99re
gene_accession_id,MGI:1914061
parameter_name,Iron
mouse_strain,C57BL
pvalue,1.987299e-14
