mouse_life_stage,Late adult
mouse_strain,C57BL
gene_symbol,Frmpd1
pvalue,0.2802
parameter_id,ESLIM_011_001_006
analysis_id,g38z341xfnsvh29
gene_accession_id,MGI:2446274
parameter_name,110dB startle magnitude
