gene_symbol,Fgb
pvalue,0.882884
gene_accession_id,MGI:99501
parameter_name,LDL-cholesterol
parameter_id,IMPC_CBC_025_001
mouse_life_stage,Early adult
analysis_id,8j94966783231kd
mouse_strain,C57BL
