parameter_id,IMPC_CSD_051_002
pvalue,0.248452
gene_accession_id,MGI:1338022
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,9920g421t48zdx7
parameter_name,Hindlimb nail - number
gene_symbol,Opn3
