gene_symbol,Pex19
parameter_name,Monocyte percentage
parameter_id,MGP_PBI_016_001
analysis_id,i04s42n803t75gw
pvalue,0.5666184
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1334458
