gene_symbol,Hpca
pvalue,0.7716655
mouse_strain,C57BL
parameter_name,Lean/Body weight
analysis_id,9w3tdq2a1b5n0k3
parameter_id,ESLIM_005_001_702
mouse_life_stage,Late adult
gene_accession_id,MGI:1336200
