parameter_id,JAX_OFD_016_001
mouse_life_stage,Early adult
parameter_name,Center permanence time
gene_accession_id,MGI:1274787
gene_symbol,Trdmt1
analysis_id,jg8885078248n4b
mouse_strain,C57BL
pvalue,0.6988697
