parameter_id,M-G-P_020_001_001
gene_accession_id,MGI:104848
mouse_strain,C57BL
parameter_name,Body Weight
mouse_life_stage,Early adult
pvalue,0.9790473
gene_symbol,Inpp1
analysis_id,g215tpatmj1s747
