parameter_name,Startle Response
gene_symbol,Frmpd1
parameter_id,M-G-P_008_001_013
gene_accession_id,MGI:2446274
pvalue,0.8691303
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,bne6hj7lu53567d
