parameter_id,IMPC_EYE_062_001
analysis_id,901i8p168a47p2k
mouse_life_stage,Middle aged adult
parameter_name,Right total retinal thickness
pvalue,0.6732303
mouse_strain,C57BL
gene_accession_id,MGI:1336200
gene_symbol,Hpca
