parameter_id,IMPC_GRS_011_001
mouse_life_stage,E18.5
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
pvalue,0.6360212
mouse_strain,C57BL
gene_symbol,Ola1
gene_accession_id,MGI:1914309
analysis_id,fbmb3iwb92073n0
