parameter_id,HRWLLA_OFD_020_001
mouse_life_stage,Early adult
parameter_name,Distance travelled - total
analysis_id,7m60h3k114p3278
mouse_strain,C57BL
gene_symbol,Cd52
pvalue,0.4893757
gene_accession_id,MGI:1346088
