gene_symbol,Slc28a2
parameter_id,ESLIM_011_001_009
gene_accession_id,MGI:1913105
analysis_id,y1o084895669c0g
parameter_name,PP3 + pulse startle magnitude
pvalue,0.3367375
mouse_strain,C57BL
mouse_life_stage,Early adult
