mouse_strain,C57BL
mouse_life_stage,Late adult
gene_symbol,Frmpd1
pvalue,0.4568018
parameter_id,JAX_ROT_002_001
parameter_name,Average duration
analysis_id,8j1n58r8d6tw395
gene_accession_id,MGI:2446274
