parameter_id,IMPC_HEM_039_001
gene_accession_id,MGI:1914583
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.7279886
gene_symbol,Stk35
parameter_name,Large Unstained Cell (LUC) count
analysis_id,29137jze5vb89i0
