gene_symbol,Rigi
parameter_id,MGP_PBI_009_001
mouse_life_stage,Early adult
parameter_name,CD4+ CD44+ CD62L- alpha beta effector T cell percentage
analysis_id,64373l62qf736fr
mouse_strain,C57BL
pvalue,0.06114493
gene_accession_id,MGI:2442858
