gene_symbol,Ddx27
pvalue,0.8354829
mouse_strain,C57BL
parameter_name,Resting Treg cells - % of CD45+
parameter_id,MGP_MLN_071_001
analysis_id,zz52zpjth52x53r
gene_accession_id,MGI:2385884
mouse_life_stage,Early adult
