gene_symbol,Ntmt2
mouse_strain,C57BL
gene_accession_id,MGI:2685053
parameter_id,ESLIM_011_001_703
mouse_life_stage,Early adult
analysis_id,10483o1j3gu15nx
pvalue,0.9514793
parameter_name,Prepulse inhibition - PP3
