gene_symbol,Ddx27
mouse_life_stage,Early adult
parameter_name,Effector CD8+ T cells - % of CD45+
gene_accession_id,MGI:2385884
analysis_id,935keu1dmnlc647
parameter_id,MGP_IMM_081_001
mouse_strain,C57BL
pvalue,0.268291
