parameter_name,Periphery average speed
mouse_life_stage,Early adult
pvalue,0.8598364
analysis_id,5i56yrfwv9v7184
mouse_strain,C57BL
gene_symbol,Dcaf12
gene_accession_id,MGI:1916220
parameter_id,ESLIM_007_001_009
