parameter_name,Body Weight
gene_symbol,Dnaaf9
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1923029
analysis_id,44pm6z3317p0n67
pvalue,0.6320254
parameter_id,M-G-P_012_001_005
