gene_symbol,Usp37
gene_accession_id,MGI:2442483
analysis_id,zyh6016k8429a2c
parameter_name,Center distance travelled
pvalue,0.07310675
parameter_id,JAX_OFD_014_001
mouse_life_stage,Early adult
mouse_strain,C57BL
