gene_symbol,Cldn19
analysis_id,01st8697y6lk8d2
mouse_life_stage,Early adult
pvalue,0.6485777
parameter_name,Total cholesterol
mouse_strain,C57BL
gene_accession_id,MGI:3033992
parameter_id,JAXLA_CBC_015_001
