parameter_name,30kHz-evoked ABR Threshold
parameter_id,IMPC_ABR_012_001
gene_accession_id,MGI:1919949
mouse_life_stage,Early adult
pvalue,0.6871274
analysis_id,92nfd93y5qr59j1
mouse_strain,C57BL
gene_symbol,Lime1
