gene_symbol,Col11a1
mouse_strain,C57BL
gene_accession_id,MGI:88446
parameter_id,MGP_PBI_018_001
pvalue,0.2114794
parameter_name,Ly6Clow monocyte percentage
analysis_id,477v3l0602jq51z
mouse_life_stage,Early adult
