gene_symbol,Frmpd1
pvalue,0.7617214
parameter_id,IMPC_GEL_060_001
parameter_name,Neural tube morphology
analysis_id,8p50n3w7q3c23p8
mouse_strain,C57BL
gene_accession_id,MGI:2446274
mouse_life_stage,Late adult
