parameter_id,IMPC_IMM_064_001
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,26d58a06b276o63
gene_accession_id,MGI:1274787
gene_symbol,Trdmt1
pvalue,0.1928994
parameter_name,B1B Cells
