parameter_id,IMPC_ECG_003_001
gene_symbol,Fgb
analysis_id,88er99w3adr7763
mouse_life_stage,E15.5
mouse_strain,C57BL
parameter_name,CV
gene_accession_id,MGI:99501
pvalue,0.9194333
