gene_symbol,Eprs1
analysis_id,oa297g024e7yl19
mouse_life_stage,E12.5
pvalue,0.2025508
gene_accession_id,MGI:97838
parameter_name,eye size
mouse_strain,C57BL
parameter_id,ESLIM_001_001_117
