mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_id,M-G-P_007_001_008
parameter_name,Periphery - Permanence Time
analysis_id,cc09yr7rk553rmi
pvalue,1.216975
gene_accession_id,MGI:1917604
gene_symbol,Secisbp2l
