parameter_id,JAXLA_CSD_077_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:88071
parameter_name,Contact righting
pvalue,0.3366134
gene_symbol,Arnt
analysis_id,n94597204151z1p
