parameter_id,MGP_PBI_009_001
mouse_life_stage,Late adult
parameter_name,CD4+ CD44+ CD62L- alpha beta effector T cell percentage
gene_accession_id,MGI:1917604
pvalue,0.6606051
gene_symbol,Secisbp2l
mouse_strain,C57BL
analysis_id,q526a87h05f6273
