gene_symbol,WARS2
pvalue,0.2783903
analysis_id,3666g4lr784y2x6
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1917810
parameter_name,Blood Vessel Morphology
parameter_id,IMPC_GEO_011_001
