parameter_name,Startle response
parameter_id,HMGULA_SHI_009_001
gene_accession_id,MGI:99915
pvalue,0.1618255
mouse_strain,C57BL
analysis_id,0ntrjith3xfwfw7
mouse_life_stage,Early adult
gene_symbol,Lamb3
