parameter_id,M-G-P_005_001_001
gene_accession_id,MGI:1914836
parameter_name,Weight
mouse_strain,C57BL
analysis_id,7s12a5377tpeg69
mouse_life_stage,Early adult
pvalue,0.8614714
gene_symbol,Ubxn11
