parameter_id,IMPC_HEM_031_001
gene_accession_id,MGI:1922745
mouse_life_stage,Early adult
parameter_name,Lymphocyte differential count
pvalue,0.3977535
mouse_strain,C57BL
gene_symbol,MORN5
analysis_id,qas74327p48r018
