parameter_id,M-G-P_007_001_010
mouse_strain,C57BL
parameter_name,center - distance
mouse_life_stage,E12.5
analysis_id,31719683l07o127
gene_accession_id,MGI:2444554
gene_symbol,MAPKAP1
pvalue,0.4668392
