parameter_id,JAXLA_CSD_039_001
mouse_life_stage,Early adult
parameter_name,Limb grasp
gene_accession_id,MGI:2651854
pvalue,0.9685089
analysis_id,y4l673fry9m15id
gene_symbol,Atg4c
mouse_strain,C57BL
