gene_symbol,Atf3
parameter_name,Large Unstained Cell (LUC) count
pvalue,0.568853
mouse_life_stage,Early adult
gene_accession_id,MGI:109384
analysis_id,9sl07lz8jn0wmbo
parameter_id,IMPC_HEM_039_001
mouse_strain,C57BL
