parameter_id,IMPC_IMM_055_001
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.3722497
gene_symbol,Kif24
analysis_id,bml4d7i4a2317af
parameter_name,NK Subsets (Q2)
gene_accession_id,MGI:1918345
