gene_symbol,Tiprl
pvalue,0.9246554
mouse_life_stage,Early adult
parameter_id,MGP_BMI_006_001
parameter_name,Immature B cells (Hardy fraction E) - % of B220+
mouse_strain,C57BL
analysis_id,nf1ovd0i58e2001
gene_accession_id,MGI:1915087
