parameter_id,IMPC_IMM_050_001
gene_symbol,Eprs1
analysis_id,5lh27a71krj8559
gene_accession_id,MGI:97838
pvalue,0.720905
parameter_name,Neutrophils
mouse_strain,C57BL
mouse_life_stage,E9.5
