parameter_id,MGP_PBI_031_001
gene_accession_id,MGI:1934811
gene_symbol,Nucks1
parameter_name,KLRG1+ mature NK cell number
mouse_life_stage,Late adult
pvalue,0.9104452
mouse_strain,C57BL
analysis_id,128bqm69qbuhd19
