gene_symbol,Ivd
mouse_life_stage,Early adult
pvalue,0.9442962
parameter_name,Calcium
analysis_id,8i62gcb36n4g9b5
parameter_id,IMPC_CBC_009_001
gene_accession_id,MGI:1929242
mouse_strain,C57BL
