parameter_id,IMPC_IMM_032_001
mouse_life_stage,Early adult
parameter_name,CD8 CD44+CD62L- T cells
pvalue,0.1136097
mouse_strain,C57BL
analysis_id,vm9mz9a1m581429
gene_accession_id,MGI:1860103
gene_symbol,Slc2a8
