mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Steap3
pvalue,0.6896806
parameter_name,Whole arena resting time
analysis_id,25uo7k8n727t6j0
gene_accession_id,MGI:1915678
parameter_id,ESLIM_007_001_003
