gene_symbol,Snap23
pvalue,0.8594789
parameter_name,Immature B cells (Hardy fraction E) - % of B220+
analysis_id,s9sc0939l64ad54
parameter_id,MGP_BMI_006_001
mouse_life_stage,Late adult
mouse_strain,C57BL
gene_accession_id,MGI:109356
