mouse_strain,129SV
gene_accession_id,MGI:1920638
pvalue,0.1194631
analysis_id,mzm1xgpxp7f3854
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell percentage
gene_symbol,Bpifa3
mouse_life_stage,Early adult
parameter_id,MGP_PBI_010_001
