gene_symbol,Bcs1l
mouse_strain,C57BL
pvalue,0.8027631
gene_accession_id,MGI:1914071
parameter_name,CD8 CD44-CD62L+ T cells
parameter_id,IMPC_IMM_034_001
analysis_id,dq827ebjd03423b
mouse_life_stage,Early adult
