gene_symbol,Mapkap1
pvalue,0.05853741
mouse_strain,C57BL
analysis_id,516z698u11nllsc
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_064_001
gene_accession_id,MGI:2444554
parameter_name,B1B Cells
