gene_symbol,Frmpd1
mouse_life_stage,Late adult
gene_accession_id,MGI:2446274
pvalue,0.7430341
parameter_name,Limb morphology
analysis_id,p6co28ni79e72e3
parameter_id,IMPC_GEP_084_001
mouse_strain,C57BL
