mouse_life_stage,E15.5
parameter_name,B Cells
analysis_id,b563ucb7nl752ed
mouse_strain,C57BL
gene_symbol,Mecom
pvalue,0.1743175
parameter_id,IMPC_IMM_063_001
gene_accession_id,MGI:95457
